0,-3894.083
0.00005,-3892.144
0.0001,-3890.205
0.00015,-3888.228
0.0002,-3886.251
0.00025,-3884.2355
0.0003,-3882.22
0.00035,-3880.167
0.0004,-3878.114
0.00045,-3876.024
0.0005,-3873.934
0.00055,-3871.8065
0.0006,-3869.679
0.00065,-3867.5155
0.0007,-3865.352
0.00075,-3863.1515
0.0008,-3860.951
0.00085,-3858.715
0.0009,-3856.479
0.00095,-3854.207
0.001,-3851.935
0.00105,-3849.628
0.0011,-3847.321
0.00115,-3844.9785
0.0012,-3842.636
0.00125,-3840.259
0.0013,-3837.882
0.00135,-3835.4705
0.0014,-3833.059
0.00145,-3830.6135
0.0015,-3828.168
0.00155,-3825.689
0.0016,-3823.21
0.00165,12807.44
0.0017,29438.09
0.00175,57499.99
0.0018,85561.89
0.00185,74084.4
0.0019,62606.91
0.00195,24170.16
0.002,-14266.59
0.00205,-42049.75
0.0021,-69832.91
0.00215,-59647.415
0.0022,-49461.92
0.00225,-10271.605
0.0023,28918.71
0.00235,59600.12
0.0024,90281.53
0.00245,81187.005
0.0025,72092.48
0.00255,28137.225
0.0026,-15818.03
0.00265,-56600.025
0.0027,-97382.02
0.00275,-98136.615
0.0028,-98891.21
0.00285,-58636.535
0.0029,-18381.86
0.00295,25260.775
0.003,68903.41
0.00305,73050.69
0.0031,77197.97
0.00315,34099.2805
0.0032,-8999.409
0.00325,-61510.1545
0.0033,-114020.9
0.00335,-123647.6
0.0034,-133274.3
0.00345,-80481.13
0.0035,-27687.96
0.00355,52461.47
0.0036,132610.9
0.00365,175306.2
0.0037,218001.5
0.00375,181662.05
0.0038,145322.6
0.00385,48809.655
0.0039,-47703.29
0.00395,-135904.745
0.004,-224106.2
0.00405,-237590.1
0.0041,-251074
0.00415,-176884.85
0.0042,-102695.7
0.00425,8791.1
0.0043,120277.9
0.00435,194128.85
0.0044,267979.8
0.00445,260101.1
0.0045,252222.4
0.00455,177539.75
0.0046,102857.1
0.00465,16753.755
0.0047,-69349.59
0.00475,-117158.645
0.0048,-164967.7
0.00485,-164677.35
0.0049,-164387
0.00495,-142832
0.005,-121277
0.00505,-109433.67
0.0051,-97590.34
0.00515,-100903.22
0.0052,-104216.1
0.00525,-101797.505
0.0053,-99378.91
0.00535,-69742.26
0.0054,-40105.61
0.00545,13094.16
0.0055,66293.93
0.00555,113615.065
0.0056,160936.2
0.00565,172194.65
0.0057,183453.1
0.00575,154741.3
0.0058,126029.5
0.00585,83235.23
0.0059,40440.96
0.00595,15791.2965
0.006,-8858.367
0.00605,-5552.209
0.0061,-2246.051
0.00615,9051.8045
0.0062,20349.66
0.00625,10861.002
0.0063,1372.344
0.00635,-36676.963
0.0064,-74726.27
0.00645,-117563.385
0.0065,-160400.5
0.00655,-172263.65
0.0066,-184126.8
0.00665,-149977.35
0.0067,-115827.9
0.00675,-57380.413
0.0068,1067.074
0.00685,41663.977
0.0069,82260.88
0.00695,77799.58
0.007,73338.28
0.00705,34926.7935
0.0071,-3484.693
0.00715,-36282.8415
0.0072,-69080.99
0.00725,-63353.935
0.0073,-57626.88
0.00735,-16691.455
0.0074,24243.97
0.00745,63339.385
0.0075,102434.8
0.00755,101965.85
0.0076,101496.9
0.00765,57814.585
0.0077,14132.27
0.00775,-37018.95
0.0078,-88170.17
0.00785,-101539.835
0.0079,-114909.5
0.00795,-75523.125
0.008,-36136.75
0.00805,25835.695
0.0081,87808.14
0.00815,121045.12
0.0082,154282.1
0.00825,129612.7
0.0083,104943.3
0.00835,41227.475
0.0084,-22488.35
0.00845,-72423.325
0.0085,-122358.3
0.00855,-114608.65
0.0086,-106859
0.00865,-42677.11
0.0087,21504.78
0.00875,96043.79
0.0088,170582.8
0.00885,200846.1
0.0089,231109.4
0.00895,196036.15
0.009,160962.9
0.00905,87251.675
0.0091,13540.45
0.00915,-47724.025
0.0092,-108988.5
0.00925,-122075.45
0.0093,-135162.4
0.00935,-103131.305
0.0094,-71100.21
0.00945,-26468.61
0.0095,18162.99
0.00955,43594.98
0.0096,69026.97
0.00965,67577.7
0.0097,66128.43
0.00975,52574.485
0.0098,39020.54
0.00985,29757.445
0.0099,20494.35
0.00995,15899.015
0.01,11303.68
0.01005,-1738.76
0.0101,-14781.2
0.01015,-44204.22
0.0102,-73627.24
0.01025,-107589.72
0.0103,-141552.2
0.01035,-154324.65
0.0104,-167097.1
0.01045,-141739.4
0.0105,-116381.7
0.01055,-63269.29
0.0106,-10156.88
0.01065,37385.125
0.0107,84927.13
0.01075,96308.565
0.0108,107690
0.01085,80418.365
0.0109,53146.73
0.01095,15115.1
0.011,-22916.53
0.01105,-37288.98
0.0111,-51661.43
0.01115,-31198.275
0.0112,-10735.12
0.01125,22992.575
0.0113,56720.27
0.01135,68991.06
0.0114,81261.85
0.01145,56029.53
0.0115,30797.21
0.01155,-13445.995
0.0116,-57689.2
0.01165,-82701.75
0.0117,-107714.3
0.01175,-88772.695
0.0118,-69831.09
0.01185,-18605.635
0.0119,32619.82
0.01195,76042.36
0.012,119464.9
0.01205,119337.15
0.0121,119209.4
0.01215,73928.595
0.0122,28647.79
0.01225,-27918.22
0.0123,-84484.23
0.01235,-111343.165
0.0124,-138202.1
0.01245,-120999.65
0.0125,-103797.2
0.01255,-65219.405
